
============================================================
ctrl_009_001_ratio3_sh0_dense_mid200  (raw_data_dir=/home/computer0/fly_project/fly_gsplat/ctrl_009/001)
============================================================
== 未检测到T3标注，从raw splat.ply开始跑T1-T3 ==
  [T1][f1174] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1174/splatfacto/2026-08-20_173720/gaussian_features_f1174.csv
  [T1][f1175] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1175/splatfacto/2026-08-20_173720/gaussian_features_f1175.csv
  [T1][f1176] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1176/splatfacto/2026-08-20_173720/gaussian_features_f1176.csv
  [T1][f1177] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1177/splatfacto/2026-08-20_173720/gaussian_features_f1177.csv
  [T1][f1178] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1178/splatfacto/2026-08-20_173722/gaussian_features_f1178.csv
  [T1][f1179] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1179/splatfacto/2026-08-20_173722/gaussian_features_f1179.csv
  [T1][f1180] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1180/splatfacto/2026-08-20_173721/gaussian_features_f1180.csv
  [T1][f1181] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1181/splatfacto/2026-08-20_173722/gaussian_features_f1181.csv
  [T1][f1182] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1182/splatfacto/2026-08-20_173725/gaussian_features_f1182.csv
  [T1][f1183] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1183/splatfacto/2026-08-20_173726/gaussian_features_f1183.csv
  [T1][f1184] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1184/splatfacto/2026-08-20_173931/gaussian_features_f1184.csv
  [T1][f1185] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1185/splatfacto/2026-08-20_173931/gaussian_features_f1185.csv
  [T1][f1186] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1186/splatfacto/2026-08-20_173932/gaussian_features_f1186.csv
  [T1][f1187] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1187/splatfacto/2026-08-20_173932/gaussian_features_f1187.csv
  [T1][f1188] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1188/splatfacto/2026-08-20_173933/gaussian_features_f1188.csv
  [T1][f1189] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1189/splatfacto/2026-08-20_173933/gaussian_features_f1189.csv
  [T1][f1190] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1190/splatfacto/2026-08-20_173933/gaussian_features_f1190.csv
  [T1][f1191] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1191/splatfacto/2026-08-20_173934/gaussian_features_f1191.csv
  [T1][f1192] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1192/splatfacto/2026-08-20_173933/gaussian_features_f1192.csv
  [T1][f1193] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1193/splatfacto/2026-08-20_173935/gaussian_features_f1193.csv
  [T1][f1194] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1194/splatfacto/2026-08-20_173936/gaussian_features_f1194.csv
  [T1][f1195] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1195/splatfacto/2026-08-20_173935/gaussian_features_f1195.csv
  [T1][f1196] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1196/splatfacto/2026-08-20_174142/gaussian_features_f1196.csv
  [T1][f1197] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1197/splatfacto/2026-08-20_174143/gaussian_features_f1197.csv
  [T1][f1198] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1198/splatfacto/2026-08-20_174143/gaussian_features_f1198.csv
  [T1][f1199] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1199/splatfacto/2026-08-20_174143/gaussian_features_f1199.csv
  [T1][f1200] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1200/splatfacto/2026-08-20_174144/gaussian_features_f1200.csv
  [T1][f1201] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1201/splatfacto/2026-08-20_174144/gaussian_features_f1201.csv
  [T1][f1202] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1202/splatfacto/2026-08-20_174144/gaussian_features_f1202.csv
  [T1][f1203] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1203/splatfacto/2026-08-20_174144/gaussian_features_f1203.csv
  [T1][f1204] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1204/splatfacto/2026-08-20_174146/gaussian_features_f1204.csv
  [T1][f1205] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1205/splatfacto/2026-08-20_174146/gaussian_features_f1205.csv
  [T1][f1206] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1206/splatfacto/2026-08-20_174146/gaussian_features_f1206.csv
  [T1][f1207] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1207/splatfacto/2026-08-20_174147/gaussian_features_f1207.csv
  [T1][f1208] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1208/splatfacto/2026-08-20_174354/gaussian_features_f1208.csv
  [T1][f1209] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1209/splatfacto/2026-08-20_174355/gaussian_features_f1209.csv
  [T1][f1210] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1210/splatfacto/2026-08-20_174356/gaussian_features_f1210.csv
  [T1][f1211] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1211/splatfacto/2026-08-20_174356/gaussian_features_f1211.csv
  [T1][f1212] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1212/splatfacto/2026-08-20_174356/gaussian_features_f1212.csv
  [T1][f1213] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1213/splatfacto/2026-08-20_174357/gaussian_features_f1213.csv
  [T1][f1214] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1214/splatfacto/2026-08-20_174357/gaussian_features_f1214.csv
  [T1][f1215] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1215/splatfacto/2026-08-20_174358/gaussian_features_f1215.csv
  [T1][f1216] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1216/splatfacto/2026-08-20_174358/gaussian_features_f1216.csv
  [T1][f1217] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1217/splatfacto/2026-08-20_174400/gaussian_features_f1217.csv
  [T1][f1218] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1218/splatfacto/2026-08-20_174359/gaussian_features_f1218.csv
  [T1][f1219] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1219/splatfacto/2026-08-20_174400/gaussian_features_f1219.csv
  [T1][f1220] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1220/splatfacto/2026-08-20_174610/gaussian_features_f1220.csv
  [T1][f1221] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1221/splatfacto/2026-08-20_174610/gaussian_features_f1221.csv
  [T1][f1222] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1222/splatfacto/2026-08-20_174611/gaussian_features_f1222.csv
  [T1][f1223] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1223/splatfacto/2026-08-20_174610/gaussian_features_f1223.csv
  [T1][f1224] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1224/splatfacto/2026-08-20_174611/gaussian_features_f1224.csv
  [T1][f1225] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1225/splatfacto/2026-08-20_174612/gaussian_features_f1225.csv
  [T1][f1226] computed -> /home/computer0/fly_project/fly_gsplat/outputs/ctrl_009_001_ratio3_sh0_dense_mid200/ratio3_sh0_dense/f1226/splatfacto/2026-08-20_174611/gaussian_features_f1226.csv
